# w,mag,phase
9.417766006869518378e+02,9.104125834026149278e+00,-5.902648303172782818e+01
9.505082962189511591e+02,9.380531825330971074e+00,-6.307845440446079976e+01
9.593209477938240752e+02,9.626462142045875581e+00,-6.744125418228283309e+01
9.682153059967075706e+02,9.828125073247852228e+00,-7.209621777903483064e+01
9.771921283717996403e+02,9.971399872016812438e+00,-7.700695053830675363e+01
9.862521794868783900e+02,1.004361025768107041e+01,-8.211827443111863545e+01
9.953962309984233343e+02,1.003557201259916809e+01,-8.735800886845666469e+01
1.004625061717340259e+03,9.943381802737736308e+00,-9.264199113154272425e+01
1.013939457675291692e+03,9.769353023567720840e+00,-9.788172556888132192e+01
1.023340212191642308e+03,9.521734167871859000e+00,-1.029930494616932606e+02
1.032828125941028475e+03,9.213286205290597053e+00,-1.079037822209645867e+02
1.042404007021555799e+03,8.859201157903726198e+00,-1.125587458177166553e+02
1.052068671023622755e+03,8.474991764794021165e+00,-1.169215455955391576e+02
1.061822941099384707e+03,8.074842187265277360e+00,-1.209735169682721789e+02
1.071667648032863326e+03,7.670627818706761580e+00,-1.247108354603152947e+02
1.081603630310709377e+03,7.271561280665037152e+00,-1.281408674276705710e+02
1.091631734193614648e+03,6.884288427845519642e+00,-1.312785844111148492e+02
1.101752813788387357e+03,6.513236101585202498e+00,-1.341435099534225515e+02
1.111967731120699000e+03,6.161053849186305165e+00,-1.367573689573102342e+02
1.122277356208507172e+03,5.829049486141158809e+00,-1.391424199578479488e+02
1.132682567136153693e+03,5.517567883372554327e+00,-1.413203597229058062e+02
1.143184250129150314e+03,5.226295796462455456e+00,-1.433116646322986298e+02
1.153783299629660860e+03,4.954494321340924934e+00,-1.451352432775346699e+02
1.164480618372685512e+03,4.701169057591593869e+00,-1.468082984249546712e+02
1.175277117462945171e+03,4.465190492754699036e+00,-1.483463221231073987e+02
1.186173716452479084e+03,4.245376496914640363e+00,-1.497631700609944403e+02
1.197171343418966899e+03,4.040546961739924114e+00,-1.510711787383544049e+02
1.208270935044776024e+03,3.849558502451741582e+00,-1.522813017844023591e+02
1.219473436696738190e+03,3.671325209021195413e+00,-1.534032506946256547e+02
1.230779802506665874e+03,3.504829839938199854e+00,-1.544456312864199958e+02
1.242190995452617472e+03,3.349128613037381630e+00,-1.554160711250226257e+02
1.253707987440919624e+03,3.203351819444064219e+00,-1.563213356833100249e+02
1.265331759388942828e+03,3.066701808241025340e+00,-1.571674325434166519e+02
1.277063301308644668e+03,2.938449402550236123e+00,-1.579597038563963451e+02
1.288903612390892931e+03,2.817929463063146400e+00,-1.587029077752573301e+02
1.300853701090570667e+03,2.704536073796018680e+00,-1.594012898187309020e+02
1.312914585212465227e+03,2.597717657636115174e+00,-1.600586452081644779e+02
1.325087291997953798e+03,2.496972214472974905e+00,-1.606783732127652229e+02
1.337372858212496340e+03,2.401842796755587539e+00,-1.612635244803216494e+02
1.349772330233941830e+03,2.311913285027523468e+00,-1.618168422472528789e+02
1.362286764141646927e+03,2.226804491476149117e+00,-1.623407982290642906e+02
1.374917225806419083e+03,2.146170597242204270e+00,-1.628376238992311471e+02
1.387664790981307078e+03,2.069695915294950339e+00,-1.633093377763028400e+02
1.400530545393219654e+03,1.997091962387812947e+00,-1.637577692581776603e+02
1.413515584835395657e+03,1.928094819099409829e+00,-1.641845794700572583e+02
1.426621015260736840e+03,1.862462754946505594e+00,-1.645912795286478740e+02
1.439847952876006502e+03,1.799974095143418662e+00,-1.649792465693195993e+02
1.453197524236895333e+03,1.740425306173455366e+00,-1.653497378345035429e+02
1.466670866343968555e+03,1.683629278524146899e+00,-1.657039030798267163e+02
1.480269126739508692e+03,1.629413786446796131e+00,-1.660427955185668907e+02
1.493993463605256238e+03,1.577620106252410004e+00,-1.663673814942063984e+02
1.507845045861050949e+03,1.528101776334784612e+00,-1.666785490444833613e+02
1.521825053264386952e+03,1.480723483745073787e+00,-1.669771154977646290e+02
1.535934676510896907e+03,1.435360063688169818e+00,-1.672638342232500861e+02
1.550175117335768846e+03,1.391895599746551859e+00,-1.675394006399887701e+02
1.564547588616095709e+03,1.350222613951922890e+00,-1.678044575755365884e+02
1.579053314474175750e+03,1.310241337017275409e+00,-1.680596000529598655e+02
1.593693530381774508e+03,1.271859050115657475e+00,-1.683053795744882564e+02
1.608469483265355166e+03,1.234989490553459524e+00,-1.685423079611889818e+02
1.623382431612278197e+03,1.199552314543639087e+00,-1.687708608003585198e+02
1.638433645577984635e+03,1.165472611046977525e+00,-1.689914805457136424e+02
1.653624407094180469e+03,1.132680461326219579e+00,-1.692045793097673538e+02
1.668956009978023076e+03,1.101110539457605064e+00,-1.694105413828514770e+02
1.684429760042315138e+03,1.070701749574951789e+00,-1.696097255089921418e+02
1.700046975206718116e+03,1.041396896090794000e+00,-1.698024669451571924e+02
1.715808985610004811e+03,1.013142383554055170e+00,-1.699890793271976577e+02
1.731717133723352845e+03,9.858879431706325525e-01,-1.701698563630238823e+02
1.747772774464680879e+03,9.595863833376571117e-01,-1.703450733711402734e+02
1.763977275314045301e+03,9.341933618290679808e-01,-1.705149886805526762e+02
1.780332016430113754e+03,9.096671775240047220e-01,-1.706798449062223426e+02
1.796838390767719375e+03,8.859685797943129826e-01,-1.708398701126294554e+02
1.813497804196495281e+03,8.630605938665655286e-01,-1.709952788766000253e+02
1.830311675620612959e+03,8.409083606505162178e-01,-1.711462732593123519e+02
1.847281437099634104e+03,8.194789896825472875e-01,-1.712930436963123100e+02
1.864408533970485223e+03,7.987414239717850473e-01,-1.714357698134111843e+02
1.881694424970555474e+03,7.786663156601969504e-01,-1.715746211754950252e+02
1.899140582361935458e+03,7.592259115179588180e-01,-1.717097579745334031e+02
1.916748492056814939e+03,7.403939473933347504e-01,-1.718413316624152003e+02
1.934519653744044263e+03,7.221455508236407361e-01,-1.719694855336590535e+02
1.952455581016860833e+03,7.044571510917736479e-01,-1.720943552625293194e+02
1.970557801501800441e+03,6.873063960823377894e-01,-1.722160693986307649e+02
1.988827856988809799e+03,6.706720753536383750e-01,-1.723347498246484975e+02
2.007267303562568259e+03,6.545340488974726867e-01,-1.724505121795367870e+02
2.025877711735017101e+03,6.388731811085571755e-01,-1.725634662501383616e+02
2.044660666579117787e+03,6.236712795301230239e-01,-1.726737163339273025e+02
2.063617767863858717e+03,6.089110379823826635e-01,-1.727813615753108536e+02
2.082750630190514130e+03,5.945759837166597617e-01,-1.728864962776968071e+02
2.102060883130158345e+03,5.806504282704341158e-01,-1.729892101933243680e+02
2.121550171362452602e+03,5.671194217277657490e-01,-1.730895887926735668e+02
2.141220154815729529e+03,5.539687101158949911e-01,-1.731877135151017342e+02
2.161072508808376369e+03,5.411846956926025243e-01,-1.732836620022049487e+02
2.181108924191520146e+03,5.287543999003609940e-01,-1.733775083152701200e+02
2.201331107493030231e+03,5.166654287827033842e-01,-1.734693231380605312e+02
2.221740781062882434e+03,5.049059406757679946e-01,-1.735591739660694373e+02
2.242339683219845028e+03,4.934646160039192209e-01,-1.736471252832775463e+02
2.263129568399529489e+03,4.823306290227047377e-01,-1.737332387273608560e+02
2.284112207303823197e+03,4.714936213654959962e-01,-1.738175732442150263e+02
2.305289387051705944e+03,4.609436772620355005e-01,-1.739001852325894504e+02
2.326662911331457963e+03,4.506713003079041435e-01,-1.739811286795573153e+02
2.348234600554276312e+03,4.406673916737270935e-01,-1.740604552874889634e+02
2.370006292009327808e+03,4.309232296518729077e-01,-1.741382145931401055e+02
2.391979840020237134e+03,4.214304504465570811e-01,-1.742144540794182319e+02
2.414157116103017870e+03,4.121810301206857430e-01,-1.742892192803432181e+02
2.436540009125465986e+03,4.031672676195470206e-01,-1.743625538796796945e+02
2.459130425468043995e+03,3.943817687976551301e-01,-1.744344998036786478e+02
2.481930289186252594e+03,3.858174313807229416e-01,-1.745050973083336601e+02
2.504941542174502501e+03,3.774674307999191791e-01,-1.745743850615236568e+02
2.528166144331500618e+03,3.693252068403082844e-01,-1.746424002203880832e+02
2.551606073727183684e+03,3.613844510497177809e-01,-1.747091785042515539e+02
2.575263326771198535e+03,3.536390948582764926e-01,-1.747747542633933051e+02
2.599139918382933047e+03,3.460832983625286574e-01,-1.748391605439331329e+02
2.623237882163123686e+03,3.387114397313850112e-01,-1.749024291490867711e+02
2.647559270567066505e+03,3.315181051942618362e-01,-1.749645906970238798e+02
2.672106155079432483e+03,3.244980795746149616e-01,-1.750256746755457868e+02
2.696880626390692669e+03,3.176463373346886665e-01,-1.750857094937842930e+02
2.721884794575179512e+03,3.109580340997074588e-01,-1.751447225311076181e+02
2.747120789270811656e+03,3.044284986319590325e-01,-1.752027401834086220e+02
2.772590759860481285e+03,2.980532252272803384e-01,-1.752597879069345481e+02
2.798296875655115855e+03,2.918278665083423595e-01,-1.753158902598106010e+02
2.824241326078435577e+03,2.857482265908790064e-01,-1.753710709413956579e+02
2.850426320853434845e+03,2.798102546006177027e-01,-1.754253528296014508e+02
2.876854090190591251e+03,2.740100385201730826e-01,-1.754787580162955578e+02
2.903526884977814007e+03,2.683437993465425109e-01,-1.755313078409021728e+02
2.930446976972144512e+03,2.628078855411249415e-01,-1.755830229223065260e+02
2.957616658993253623e+03,2.573987677553644660e-01,-1.756339231891605550e+02
2.985038245118729265e+03,2.521130338162307916e-01,-1.756840279086832197e+02
3.012714070881164389e+03,2.469473839567663809e-01,-1.757333557140408402e+02
3.040646493467068467e+03,2.418986262778737018e-01,-1.757819246303884597e+02
3.068837891917642082e+03,2.369636724283955831e-01,-1.758297520996473509e+02
3.097290667331406894e+03,2.321395334913654573e-01,-1.758768550040896912e+02
3.126007243068703701e+03,2.274233160650632746e-01,-1.759232496887959201e+02
3.154990064958088624e+03,2.228122185282156997e-01,-1.759689519830479583e+02
3.184241601504652863e+03,2.183035274793387881e-01,-1.760139772207147075e+02
3.213764344100275594e+03,2.138946143408387013e-01,-1.760583402596862754e+02
