# w,mag,phase
2.759826392466180334e+00,1.523339713986986347e-05,1.799683744814361148e+02
2.837303616516211324e+00,1.610071064768200217e-05,1.799674866372631641e+02
2.916955876018795912e+00,1.701740506419034319e-05,1.799665738672371731e+02
2.998844231231027724e+00,1.798629196323168111e-05,1.799656354715047826e+02
3.083031456568277040e+00,1.901034300533467199e-05,1.799646707305563496e+02
3.169582088726115021e+00,2.009269905347111526e-05,1.799636789046735714e+02
3.258562476153226584e+00,2.123667980795965150e-05,1.799626592333611370e+02
3.350040829913132789e+00,2.244579399009627197e-05,1.799616109347626036e+02
3.444087275973823470e+00,2.372375010577403685e-05,1.799605332050596758e+02
3.540773908965269889e+00,2.507446782213413759e-05,1.799594252178546014e+02
3.640174847446141282e+00,2.650208999217700789e-05,1.799582861235350890e+02
3.742366290721980793e+00,2.801099536425082477e-05,1.799571150486214322e+02
3.847426577258505898e+00,2.960581201544284027e-05,1.799559110950948195e+02
3.955436244734701567e+00,3.129143155012126319e-05,1.799546733397071421e+02
4.066478091781857707e+00,3.307302410723139528e-05,1.799534008332710187e+02
4.180637241455757547e+00,3.495605422243293543e-05,1.799520925999297560e+02
4.298001206490798864e+00,3.694629759379828605e-05,1.799507476364067315e+02
4.418659956385941001e+00,3.904985880256708403e-05,1.799493649112334879e+02
4.542705986374042659e+00,4.127319004339455072e-05,1.799479433639560284e+02
4.670234388327335395e+00,4.362311092163351044e-05,1.799464819043186026e+02
4.801342923653449724e+00,4.610682937847642815e-05,1.799449794114243275e+02
4.936132098237917099e+00,4.873196380825599484e-05,1.799434347328719355e+02
5.074705239490466369e+00,5.150656643586958803e-05,1.799418466838683912e+02
5.217168575554349097e+00,5.443914802617957584e-05,1.799402140463157025e+02
5.363631316739239985e+00,5.753870400133723748e-05,1.799385355678725205e+02
5.514205739240302329e+00,6.081474204632318891e-05,1.799368099609884837e+02
5.669007271207433973e+00,6.427731128757629021e-05,1.799350359019112489e+02
5.828154581230846176e+00,6.793703313443994504e-05,1.799332120296655546e+02
5.991769669310619051e+00,7.180513387827393973e-05,1.799313369450026983e+02
6.159977960380168760e+00,7.589347914951047357e-05,1.799294092093204824e+02
6.332908400455115050e+00,8.021461033865574265e-05,1.799274273435521536e+02
6.510693555481461559e+00,8.478178309331153688e-05,1.799253898270237926e+02
6.693469712958660445e+00,8.960900800968945787e-05,1.799232950962785367e+02
6.881376986415670416e+00,9.471109364388055445e-05,1.799211415438678046e+02
7.074559422819878485e+00,1.001036919753003565e-04,1.799189275171076190e+02
7.273165113001454074e+00,1.058033464623212515e-04,1.799166513167989194e+02
7.477346305177587915e+00,1.118275428381105337e-04,1.799143111959119210e+02
7.687259521663728279e+00,1.181947628031788038e-04,1.799119053582317918e+02
7.903065678861348253e+00,1.249245407801108214e-04,1.799094319569658182e+02
8.124930210614047965e+00,1.320375239054292897e-04,1.799068890933105536e+02
8.353023195026779035e+00,1.395555354435857112e-04,1.799042748149769295e+02
8.587519484845170581e+00,1.475016418186719358e-04,1.799015871146736743e+02
8.828598841495150396e+00,1.559002234706858528e-04,1.798988239285458803e+02
9.076446072885357097e+00,1.647770497550450663e-04,1.798959831345689508e+02
9.331251175078250526e+00,1.741593581166213291e-04,1.798930625508953085e+02
9.593209477938241747e+00,1.840759377828447211e-04,1.798900599341536690e+02
9.862521794868785108e+00,1.945572182345053512e-04,1.798869729776978659e+02
1.013939457675291678e+01,2.056353627277433956e-04,1.798837993098049992e+02
1.042404007021556822e+01,2.173443671564832336e-04,1.798805364918207772e+02
1.071667648032863340e+01,2.297201645612078843e-04,1.798771820162500319e+02
1.101752813788387364e+01,2.428007356076284599e-04,1.798737333047913012e+02
1.132682567136153828e+01,2.566262253774395630e-04,1.798701877063134020e+02
1.164480618372686749e+01,2.712390668331354305e-04,1.798665424947718066e+02
1.197171343418966849e+01,2.866841113397414578e-04,1.798627948670633145e+02
1.230779802506664566e+01,3.030087666484839099e-04,1.798589419408170329e+02
1.265331759388942956e+01,3.202631427708307410e-04,1.798549807521191610e+02
1.300853701090570524e+01,3.385002061961674418e-04,1.798509082531693650e+02
1.337372858212496318e+01,3.577759429326552516e-04,1.798467213098671209e+02
1.374917225806419019e+01,3.781495308786222997e-04,1.798424166993247866e+02
1.413515584835395700e+01,3.996835220613571588e-04,1.798379911073056405e+02
1.453197524236895433e+01,4.224440353113483103e-04,1.798334411255836756e+02
1.493993463605257688e+01,4.465009599731441735e-04,1.798287632492226749e+02
1.535934676510897035e+01,4.719281712890040161e-04,1.798239538737722398e+02
1.579053314474175806e+01,4.988037581287065427e-04,1.798190092923767338e+02
1.623382431612278154e+01,5.272102637781890316e-04,1.798139256927950385e+02
1.668956009978024824e+01,5.572349405414741153e-04,1.798086991543273427e+02
1.715808985610004811e+01,5.889700189545184770e-04,1.798033256446457528e+02
1.763977275314045201e+01,6.225129924565845577e-04,1.797978010165250282e+02
1.813497804196495267e+01,6.579669184144182554e-04,1.797921210044698910e+02
1.864408533970487269e+01,6.954407364473458916e-04,1.797862812212347023e+02
1.916748492056814968e+01,7.350496050573186897e-04,1.797802771542316691e+02
1.970557801501800554e+01,7.769152576274081061e-04,1.797741041618229758e+02
2.025877711735017073e+01,8.211663789152240855e-04,1.797677574694926079e+02
2.082750630190514229e+01,8.679390032347546668e-04,1.797612321658927215e+02
2.141220154815729515e+01,9.173769355911071035e-04,1.797545231987593581e+02
2.201331107493030004e+01,9.696321971081824261e-04,1.797476253706928162e+02
2.263129568399529745e+01,1.024865496169517385e-03,1.797405333347964529e+02
2.326662911331457906e+01,1.083246726777679870e-03,1.797332415901677791e+02
2.391979840020239578e+01,1.144955495728322776e-03,1.797257444772364749e+02
2.459130425468043768e+01,1.210181680291179136e-03,1.797180361729413960e+02
2.528166144331500576e+01,1.279126018192900966e-03,1.797101106857404034e+02
2.599139918382932990e+01,1.352000731805495879e-03,1.797019618504451444e+02
2.672106155079435297e+01,1.429030188560297555e-03,1.796935833228730814e+02
2.747120789270811514e+01,1.510451599730783809e-03,1.796849685743076179e+02
2.824241326078435677e+01,1.596515759859307160e-03,1.796761108857585327e+02
2.903526884977813793e+01,1.687487829242807335e-03,1.796670033420116113e+02
2.985038245118732547e+01,1.783648162042244948e-03,1.796576388254589745e+02
3.068837891917642224e+01,1.885293182739630410e-03,1.796480100096978845e+02
3.154990064958088425e+01,1.992736313836799156e-03,1.796381093528872270e+02
3.243560807235811438e+01,2.106308957871330743e-03,1.796279290908491078e+02
3.334618015786362832e+01,2.226361537019051241e-03,1.796174612299024886e+02
3.428231493733970581e+01,2.353264593759420414e-03,1.796066975394144833e+02
3.524473003801583815e+01,2.487409956301578611e-03,1.795956295440548161e+02
3.623416323323149868e+01,2.629211972705586872e-03,1.795842485157367605e+02
3.725137300800209772e+01,2.779108817886578528e-03,1.795725454652277904e+02
3.829713914046281076e+01,2.937563877961081246e-03,1.795605111334108130e+02
3.937226329963479543e+01,3.105067216685106907e-03,1.795481359821771719e+02
4.047756965997321998e+01,3.282137129045529979e-03,1.795354101849288213e+02
4.161390553316707042e+01,3.469321787400208006e-03,1.795223236166677054e+02
4.278214201767617197e+01,3.667200985921479674e-03,1.795088658436478397e+02
4.398317466650223651e+01,3.876387989482780235e-03,1.794950261125626128e+02
4.521792417370701855e+01,4.097531493542868643e-03,1.794807933392397956e+02
4.648733708020256472e+01,4.331317702027518909e-03,1.794661560968131937e+02
4.779238649935599881e+01,4.578472530688881825e-03,1.794511026033379721e+02
4.913407286296362031e+01,4.839763943939342020e-03,1.794356207088133601e+02
5.051342468816766029e+01,5.116004433714680874e-03,1.794196978815750469e+02
5.193149936590211979e+01,5.408053649522637403e-03,1.794033211940151205e+02
5.338938397147355630e+01,5.716821189483289704e-03,1.793864773075844710e+02
5.488819609789671716e+01,6.043269562869728675e-03,1.793691524570288323e+02
5.642908471262536807e+01,6.388417335418189284e-03,1.793513324338066752e+02
5.801323103833378525e+01,6.753342469499558874e-03,1.793330025686301781e+02
5.964184945842459484e+01,7.139185872136761396e-03,1.793141477130690475e+02
6.131618844795774947e+01,7.547155164820946657e-03,1.792947522201486663e+02
6.303753153071274795e+01,7.978528690130401099e-03,1.792747999238710008e+02
6.480719826311971588e+01,8.434659771300145881e-03,1.792542741175775234e+02
6.662654524581149929e+01,8.916981242133383695e-03,1.792331575310697076e+02
6.849696716357446746e+01,9.427010266002244093e-03,1.792114323063928509e+02
7.041989785449288775e+01,9.966353464162278769e-03,1.791890799721807355e+02
7.239681140910876422e+01,1.053671237521972524e-02,1.791660814164518456e+02
7.442922330043758450e+01,1.113988926935293583e-02,1.791424168577348155e+02
7.651869154570825060e+01,1.177779334281969792e-02,1.791180658143922813e+02
7.866681790071581304e+01,1.245244732039433623e-02,1.790930070719991818e+02
8.087524908770457444e+01,1.316599449569698550e-02,1.790672186486182795e+02
8.314567805772064446e+01,1.392070624192004967e-02,1.790406777578018591e+02
8.547984528840413532e+01,1.471899002825468282e-02,1.790133607691311965e+02
8.787954011821319966e+01,1.556339798039544850e-02,1.789852431660893899e+02
9.034660211810533781e+01,1.645663602689337313e-02,1.789562995010421673e+02
9.288292250172499109e+01,1.740157367686566425e-02,1.789265033470799722e+02
9.549044557518077170e+01,1.840125447870273601e-02,1.788958272464511481e+02
9.817117022752194089e+01,1.945890721397973769e-02,1.788642426552893880e+02
1.009271514630571858e+02,2.057795788583879903e-02,1.788317198843082849e+02
1.037605019766911738e+02,2.176204256671650586e-02,1.787982280351053817e+02
1.066733937734857136e+02,2.301502117651677698e-02,1.787637349316787834e+02
1.096680598336867405e+02,2.434099226925092244e-02,1.787282070467225594e+02
1.127467958244947255e+02,2.574430891387224918e-02,1.786916094222190452e+02
1.159119618598885779e+02,2.722959576361985712e-02,1.786539055837986609e+02
1.191659843098558724e+02,2.880176741777637842e-02,1.786150574482805098e+02
1.225113576604117753e+02,3.046604819045796442e-02,1.785750252237452287e+02
1.259506464258358989e+02,3.222799341305608578e-02,1.785337673014213919e+02
1.294864871145904885e+02,3.409351241039919322e-02,1.784912401385888927e+02
1.331215902504307564e+02,3.606889330580793224e-02,1.784473981316147331e+02
1.368587424502517820e+02,3.816082982719642969e-02,1.784021934781369794e+02
1.407008085602686549e+02,4.037645030550474773e-02,1.783555760273038402e+02
1.446507338521647057e+02,4.272334907832080197e-02,1.783074931168467572e+02
1.487115462808953623e+02,4.520962053593422653e-02,1.782578893956266768e+02
1.528863588058729590e+02,4.784389607465179550e-02,1.782067066301325440e+02
1.571783717773161300e+02,5.063538425349040084e-02,1.781538834932289603e+02
1.615908753895919006e+02,5.359391448588717716e-02,1.780993553332453985e+02
1.661272522034292933e+02,5.672998463848196588e-02,1.780430539212644305e+02
1.707909797389426956e+02,6.005481295509922796e-02,1.779849071742003446e+02
1.755856331414466922e+02,6.358039477665419770e-02,1.779248388509567178e+02
1.805148879221110008e+02,6.731956458790204489e-02,1.778627682186011043e+02
1.855825227755518938e+02,7.128606399094097879e-02,1.777986096851002173e+02
1.907924224765264967e+02,7.549461628464942953e-02,1.777322723946981284e+02
1.961485808579429317e+02,7.996100842046975632e-02,1.776636597814961362e+02
2.016551038724748537e+02,8.470218121022400626e-02,1.775926690761849898e+02
2.073162127401231203e+02,8.973632878334741880e-02,1.775191907601776791e+02
2.131362471841437696e+02,9.508300843198229380e-02,1.774431079605793684e+02
2.191196687578147362e+02,1.007632621462122152e-01,1.773642957784855128e+02
2.252710642645982659e+02,1.067997513325326664e-01,1.772826205419988810e+02
2.315951492743154461e+02,1.132169064314031554e-01,1.771979389740729971e+02
2.380967717380358408e+02,1.200410934104843008e-01,1.771100972637851498e+02
2.447809157044440269e+02,1.273007994161906020e-01,1.770189300278761095e+02
2.516527051405388988e+02,1.350268402264243883e-01,1.769242591473166044e+02
2.587174078595924129e+02,1.432525925725668947e-01,1.768258924612036935e+02
2.659804395593758386e+02,1.520142549022666656e-01,1.767236222973831730e+02
2.734473679737579914e+02,1.613511407525555774e-01,1.766172238157366223e+02
2.811239171408461175e+02,1.713060096153304346e-01,1.765064531359494140e+02
2.890159717909511414e+02,1.819254410291670787e-01,1.763910452166445566e+02
2.971295818577333989e+02,1.932602586535009381e-01,1.762707114468406360e+02
3.054709671159968138e+02,2.053660123119773195e-01,1.761451369035530661e+02
3.140465219496749114e+02,2.183035274793382607e-01,1.760139772207147075e+02
3.228628202536733625e+02,2.321395334913654296e-01,1.758768550040896912e+02
3.319266204733189625e+02,2.469473839567663531e-01,1.757333557140408686e+02
3.412448707852889243e+02,2.628078855411249415e-01,1.755830229223065260e+02
3.508247144239788895e+02,2.798102546006171476e-01,1.754253528296014792e+02
3.606734951574031811e+02,2.980532252272803384e-01,1.752597879069345481e+02
3.707987629168172248e+02,3.176463373346887220e-01,1.750857094937842930e+02
3.812082795843887766e+02,3.387114397313849556e-01,1.749024291490867711e+02
3.919100249433402041e+02,3.613844510497168927e-01,1.747091785042516108e+02
4.029122027951352152e+02,3.858174313807229416e-01,1.745050973083336601e+02
4.142232472483897823e+02,4.121810301206855764e-01,1.742892192803432181e+02
4.258518291843414545e+02,4.406673916737270380e-01,1.740604552874889634e+02
4.378068629038166364e+02,4.714936213654947750e-01,1.738175732442150263e+02
4.500975129608041811e+02,5.049059406757654411e-01,1.735591739660694657e+02
