# t,s
0.000000000000000000e+00,2.000000000000000000e+00
3.517587939698491517e-04,1.866916211884082299e+00
7.035175879396983033e-04,1.758611208412747207e+00
1.055276381909547347e-03,1.686209300915570974e+00
1.407035175879396607e-03,1.655833350884565069e+00
1.758793969849245867e-03,1.668220478423277253e+00
2.110552763819094693e-03,1.719000769416050511e+00
2.462311557788943953e-03,1.799560982608710669e+00
2.814070351758793213e-03,1.898351377257333938e+00
3.165829145728642473e-03,2.002451019111640029e+00
3.517587939698491734e-03,2.099188899582244971e+00
3.869346733668340560e-03,2.177625370613388789e+00
4.221105527638189386e-03,2.229728197129844158e+00
4.572864321608039080e-03,2.251124898556693399e+00
4.924623115577887907e-03,2.241371195494516133e+00
5.276381909547737600e-03,2.203736689280876515e+00
5.628140703517586427e-03,2.144565915305594039e+00
5.979899497487435253e-03,2.072319175484654163e+00
6.331658291457284947e-03,1.996428330407520990e+00
6.683417085427133773e-03,1.926115430296948761e+00
7.035175879396983467e-03,1.869316412389815829e+00
7.386934673366832294e-03,1.831830005586548182e+00
7.738693467336681120e-03,1.816777189613417498e+00
8.090452261306529946e-03,1.824414033250757905e+00
8.442211055276378773e-03,1.852296038001234324e+00
8.793969849246229334e-03,1.895750673490055327e+00
9.145728643216078160e-03,1.948581288075056150e+00
9.497487437185926987e-03,2.003903435271522149e+00
9.849246231155775813e-03,2.055005720448176199e+00
1.020100502512562464e-02,2.096131702386519802e+00
1.055276381909547520e-02,2.123095748802315441e+00
1.090452261306532403e-02,2.133671297865851191e+00
1.125628140703517285e-02,2.127721073149698494e+00
1.160804020100502168e-02,2.107071383563851708e+00
1.195979899497487051e-02,2.075162758327532941e+00
1.231155778894472107e-02,2.036533425706048117e+00
1.266331658291456989e-02,1.996208072474625617e+00
1.301507537688441872e-02,1.959070601183068305e+00
1.336683417085426755e-02,1.929296147065637124e+00
1.371859296482411637e-02,1.909905495830451549e+00
1.407035175879396693e-02,1.902486279572596528e+00
1.442211055276381576e-02,1.907102590937468589e+00
1.477386934673366459e-02,1.922390904110218068e+00
1.512562814070351341e-02,1.945818302883669748e+00
1.547738693467336224e-02,1.974061452793465232e+00
1.582914572864321107e-02,2.003453299234519758e+00
1.618090452261305989e-02,2.030440066255679632e+00
1.653266331658290872e-02,2.051993813756427976e+00
1.688442211055275755e-02,2.065934785129247331e+00
1.723618090452260984e-02,2.071131554349997295e+00
1.758793969849245867e-02,2.067563605655701853e+00
1.793969849246230749e-02,2.056248290952392921e+00
1.829145728643215632e-02,2.039050016000219401e+00
1.864321608040200515e-02,2.018402220794129232e+00
1.899497487437185397e-02,1.996980955668864244e+00
1.934673366834170280e-02,1.977371942770008717e+00
1.969849246231155163e-02,1.961770937187418351e+00
2.005025125628140045e-02,1.951750559438902632e+00
2.040201005025124928e-02,1.948116656916819123e+00
2.075376884422110157e-02,1.950865098241759243e+00
2.110552763819095040e-02,1.959237286998865679e+00
2.145728643216079923e-02,1.971861123653332992e+00
2.180904522613064805e-02,1.986954941312707890e+00
2.216080402010049688e-02,2.002566020788875356e+00
2.251256281407034571e-02,2.016813130186721370e+00
2.286432160804019453e-02,2.028104134036052386e+00
2.321608040201004336e-02,2.035304632171602623e+00
2.356783919597989219e-02,2.037841012677427344e+00
2.391959798994974101e-02,2.035730187865014695e+00
2.427135678391958984e-02,2.029537477571577764e+00
2.462311557788944213e-02,2.020272501546971355e+00
2.497487437185929096e-02,2.009239603498295335e+00
2.532663316582913979e-02,1.997863583785817188e+00
2.567839195979898861e-02,1.987513026179181574e+00
2.603015075376883744e-02,1.979342274658697720e+00
2.638190954773868627e-02,1.974169480361279705e+00
2.673366834170853509e-02,1.972402689867686743e+00
2.708542713567838392e-02,1.974019451634185796e+00
2.743718592964823275e-02,1.978598716508274347e+00
2.778894472361808157e-02,1.985397707373306009e+00
2.814070351758793387e-02,1.993461612745313971e+00
2.849246231155778269e-02,2.001750902612147609e+00
2.884422110552763152e-02,2.009270013596769378e+00
2.919597989949748035e-02,2.015182092724148166e+00
2.954773869346732917e-02,2.018897177834596324e+00
2.989949748743717800e-02,2.020125191403832510e+00
3.025125628140702683e-02,2.018889871341635001e+00
3.060301507537687565e-02,2.015504645090152369e+00
3.095477386934672448e-02,2.010515885384211554e+00
3.130653266331657331e-02,2.004622473875578681e+00
3.165829145728642213e-02,1.998582794149210473e+00
3.201005025125627096e-02,1.993121006668996387e+00
3.236180904522611979e-02,1.988843737914614884e+00
3.271356783919596861e-02,1.986176328178145933e+00
3.306532663316581744e-02,1.985324848353534843e+00
3.341708542713566626e-02,1.986266626839800598e+00
3.376884422110551509e-02,1.988768469992540311e+00
3.412060301507537086e-02,1.992428540123313940e+00
3.447236180904521968e-02,1.996735331599202246e+00
3.482412060301506851e-02,2.001135609264810711e+00
3.517587939698491734e-02,2.005102666264021671e+00
3.552763819095476616e-02,2.008196807717256060e+00
3.587939698492461499e-02,2.010111435871107854e+00
3.623115577889446381e-02,2.010700265060252789e+00
3.658291457286431264e-02,2.009983730098610533e+00
3.693467336683416147e-02,2.008135243749488374e+00
3.728643216080401029e-02,2.005450297335759302e+00
3.763819095477385912e-02,2.002303224041134921e+00
3.798994974874370795e-02,1.999097575993325826e+00
3.834170854271355677e-02,1.996216417141741584e+00
3.869346733668340560e-02,1.993978415778555613e+00
3.904522613065325443e-02,1.992604534999688815e+00
3.939698492462310325e-02,1.992198540172215759e+00
3.974874371859295208e-02,1.992742689856703997e+00
4.010050251256280091e-02,1.994108088281213664e+00
4.045226130653264973e-02,1.996077479113189002e+00
4.080402010050249856e-02,1.998376939857565704e+00
4.115577889447234738e-02,2.000712124195942021e+00
4.150753768844220315e-02,2.002804457459480769e+00
4.185929648241205198e-02,2.004423008114495808e+00
4.221105527638190080e-02,2.005408560036262333e+00
4.256281407035174963e-02,2.005687568730620374e+00
4.291457286432159846e-02,2.005275038331730375e+00
4.326633165829144728e-02,2.004266731812982538e+00
4.361809045226129611e-02,2.002822360233120769e+00
4.396984924623114493e-02,2.001142351808682829e+00
4.432160804020099376e-02,1.999441384140737243e+00
4.467336683417084259e-02,1.997922029441380642e+00
4.502512562814069141e-02,1.996751621673917620e+00
4.537688442211054024e-02,1.996044862311135981e+00
4.572864321608038907e-02,1.995853831824314417e+00
4.608040201005023789e-02,1.996166084995214751e+00
4.643216080402008672e-02,1.996910506123189100e+00
4.678391959798993555e-02,1.997969704556896708e+00
4.713567839195978437e-02,1.999197040402808545e+00
4.748743718592963320e-02,2.000435952484107993e+00
