# t,s
0.000000000000000000e+00,-1.200000000000000000e+04
2.050200496141875808e-04,-3.625752056101196558e+03
4.100400992283751616e-04,-1.090931592122456095e+03
6.150601488425627966e-04,-3.238189262433213003e+02
8.200801984567503231e-04,-9.182018748322715851e+01
1.025100248070937850e-03,-2.180387344161351848e+01
1.230120297685125593e-03,-8.155903413118039680e-01
1.435140347299313120e-03,5.338047652117211328e+00
1.640160396913500646e-03,7.007841516728205988e+00
1.845180446527688173e-03,7.326954911064660791e+00
2.050200496141875699e-03,7.243630955289290796e+00
2.255220545756063226e-03,7.044699892545963849e+00
2.460240595370251186e-03,6.816776240184452718e+00
2.665260644984438713e-03,6.585872484857418385e+00
2.870280694598626239e-03,6.359662792313457658e+00
3.075300744212813766e-03,6.140276862635715815e+00
3.280320793827001292e-03,5.928172656708653676e+00
3.485340843441188819e-03,5.723308519903440583e+00
3.690360893055376346e-03,5.525497785170927045e+00
3.895380942669563872e-03,5.334515903376171764e+00
4.100400992283751399e-03,5.150132665930698295e+00
4.305421041897939359e-03,4.972121758494438382e+00
4.510441091512126452e-03,4.800263459260662557e+00
4.715461141126314412e-03,4.634345268662656281e+00
4.920481190740502372e-03,4.474161919347238836e+00
5.125501240354689465e-03,4.319515204785034257e+00
5.330521289968877426e-03,4.170213759007879162e+00
5.535541339583064518e-03,4.026072827370597906e+00
5.740561389197252479e-03,3.886914040214804800e+00
5.945581438811439572e-03,3.752565192835675134e+00
6.150601488425627532e-03,3.622860032593692381e+00
6.355621538039814625e-03,3.497638053245623269e+00
6.560641587654002585e-03,3.376744296342167218e+00
6.765661637268190545e-03,3.260029159477198846e+00
6.970681686882377638e-03,3.147348211161158815e+00
7.175701736496565598e-03,3.038562012091873044e+00
7.380721786110752691e-03,2.933535942602787827e+00
7.585741835724940652e-03,2.832140036075116996e+00
7.790761885339127744e-03,2.734248818108184764e+00
7.995781934953314837e-03,2.639741151248529150e+00
8.200801984567502798e-03,2.548500085085990463e+00
8.405822034181690758e-03,2.460412711530963747e+00
8.610842083795878718e-03,2.375370025094156290e+00
8.815862133410066678e-03,2.293266787995449363e+00
9.020882183024252904e-03,2.214001399935384029e+00
9.225902232638440864e-03,2.137475772367707805e+00
9.430922282252628824e-03,2.063595207117899122e+00
9.635942331866816785e-03,1.992268279196835579e+00
9.840962381481004745e-03,1.923406723665209483e+00
1.004598243109519097e-02,1.856925326408358501e+00
1.025100248070937893e-02,1.792741818686160116e+00
1.045602253032356689e-02,1.730776775328131123e+00
1.066104257993775485e-02,1.670953516446992637e+00
