# w,mag,phase
9.637578663841088744e-01,3.855034974592134555e-04,8.998895613823565043e+01
9.908136566858670724e-01,3.963258439705039408e-04,8.998864610083997206e+01
1.018628990244687449e+00,4.074520104166326050e-04,8.998832735964376184e+01
1.047225189888434382e+00,4.188905261566943814e-04,8.998799967029887625e+01
1.076624177045493402e+00,4.306501600097342275e-04,8.998766278159708065e+01
1.106848488549411869e+00,4.427399269783131646e-04,8.998731643527750634e+01
1.137921293915315157e+00,4.551690951609333922e-04,8.998696036582869340e+01
1.169866413101307012e+00,4.679471928586161457e-04,8.998659430028480699e+01
1.202708334768511911e+00,4.810840158811131601e-04,8.998621795801649625e+01
1.236472235053714952e+00,4.945896350583454601e-04,8.998583105051571351e+01
1.271183996869028832e+00,5.084744039628610705e-04,8.998543328117433759e+01
1.306870229743346323e+00,5.227489668492287878e-04,8.998502434505685699e+01
1.343558290220826290e+00,5.374242668164925076e-04,8.998460392866647339e+01
1.381276302832009417e+00,5.525115541999390829e-04,8.998417170970473933e+01
1.420053181653683216e+00,5.680223951986557596e-04,8.998372735682434609e+01
1.459918652473978673e+00,5.839686807454912577e-04,8.998327052937503368e+01
1.500903275579736684e+00,6.003626356262671245e-04,8.998280087714232423e+01
1.543038469183564576e+00,6.172168278552314907e-04,8.998231804007905055e+01
1.586356533508589628e+00,6.345441783139945530e-04,8.998182164802904026e+01
1.630890675549332647e+00,6.523579706613476335e-04,8.998131132044331082e+01
1.676675034527699282e+00,6.706718615216028263e-04,8.998078666608823539e+01
1.723744708063619901e+00,6.894998909593076262e-04,8.998024728274538120e+01
1.772135779080358464e+00,7.088564932483845237e-04,8.997969275690306290e+01
1.821885343465167173e+00,7.287565079440194195e-04,8.997912266343908527e+01
1.873031538506436444e+00,7.492151912658061600e-04,8.997853656529468935e+01
1.925613572129198703e+00,7.702482278009518913e-04,8.997793401313931838e+01
1.979671752951332575e+00,7.918717425365410243e-04,8.997731454502579140e+01
2.035247521183577657e+00,8.141023132301716510e-04,8.997667768603599825e+01
2.092383480396976747e+00,8.369569831284826228e-04,8.997602294791654742e+01
2.151123430182167340e+00,8.604532740434223505e-04,8.997534982870412534e+01
2.211512399725488631e+00,8.846091997963290718e-04,8.997465781234032534e+01
2.273596682327717389e+00,9.094432800402452383e-04,8.997394636827571901e+01
2.337423870891814914e+00,9.349745544711188499e-04,8.997321495106271527e+01
2.403042894406969499e+00,9.612225974389176399e-04,8.997246299993695118e+01
2.470504055456825387e+00,9.882075329699358240e-04,8.997168993838697304e+01
2.539859068780726314e+00,1.015950050211947503e-03,8.997089517371168199e+01
2.611161100917459343e+00,1.044471419314158857e-03,8.997007809656554400e+01
2.684464810961962655e+00,1.073793507754279130e-03,8.996923808049066906e+01
2.759826392466180334e+00,1.103938797125372925e-03,8.996837448143608640e+01
2.837303616516211324e+00,1.134930400395519831e-03,8.996748663726314987e+01
2.916955876018795912e+00,1.166792079653706420e-03,8.996657386723718730e+01
2.998844231231027724e+00,1.199548264355717805e-03,8.996563547150476836e+01
3.083031456568277040e+00,1.233224070084259789e-03,8.996467073055636376e+01
3.169582088726115021e+00,1.267845317837883266e-03,8.996367890467357142e+01
3.258562476153226584e+00,1.303438553863777404e-03,8.996265923336115122e+01
3.350040829913132789e+00,1.340031070049871710e-03,8.996161093476258941e+01
3.444087275973823470e+00,1.377650924892203635e-03,8.996053320505964734e+01
3.540773908965269889e+00,1.416326965053903847e-03,8.995942521785457302e+01
3.640174847446141282e+00,1.456088847532707774e-03,8.995828612353508902e+01
3.742366290721980793e+00,1.496967062454323486e-03,8.995711504862140373e+01
3.847426577258505898e+00,1.538992956509571295e-03,8.995591109509479111e+01
3.955436244734701567e+00,1.582198757053663186e-03,8.995467333970712787e+01
4.066478091781857707e+00,1.626617596886616429e-03,8.995340083327100444e+01
4.180637241455757547e+00,1.672283539734279291e-03,8.995209259992974182e+01
4.298001206490798864e+00,1.719231606450103344e-03,8.995074763640670312e+01
4.418659956385941001e+00,1.767497801958324436e-03,8.994936491123347366e+01
4.542705986374042659e+00,1.817119142959922832e-03,8.994794336395602841e+01
4.670234388327335395e+00,1.868133686423277063e-03,8.994648190431860257e+01
4.801342923653449724e+00,1.920580558882168699e-03,8.994497941142431330e+01
4.936132098237917099e+00,1.974499986564466625e-03,8.994343473287194968e+01
5.074705239490466369e+00,2.029933326375472045e-03,8.994184668386836279e+01
5.217168575554349097e+00,2.086923097760749225e-03,8.994021404631568828e+01
5.363631316739239985e+00,2.145513015473899006e-03,8.993853556787252046e+01
5.514205739240302329e+00,2.205748023275667848e-03,8.993680996098848368e+01
5.669007271207433973e+00,2.267674328591430880e-03,8.993503590191127728e+01
5.828154581230846176e+00,2.331339438155133684e-03,8.993321202966555461e+01
5.991769669310619051e+00,2.396792194668440242e-03,8.993133694500268405e+01
6.159977960380168760e+00,2.464082814504961125e-03,8.992940920932046822e+01
6.332908400455115050e+00,2.533262926490176779e-03,8.992742734355219625e+01
6.510693555481461559e+00,2.604385611788849909e-03,8.992538982702379258e+01
6.693469712958660445e+00,2.677505444932544963e-03,8.992329509627850825e+01
6.881376986415670416e+00,2.752678536021119574e-03,8.992114154386780456e+01
7.074559422819878485e+00,2.829962574132979976e-03,8.991892751710759057e+01
7.273165113001454074e+00,2.909416871980206529e-03,8.991665131679891942e+01
7.477346305177587915e+00,2.991102411845685417e-03,8.991431119591193522e+01
7.687259521663728279e+00,3.075081892840748725e-03,8.991190535823179175e+01
7.903065678861348253e+00,3.161419779523068005e-03,8.990943195696583246e+01
8.124930210614047965e+00,3.250182351915868739e-03,8.990688909331052514e+01
8.353023195026779035e+00,3.341437756971015870e-03,8.990427481497695794e+01
8.587519484845170581e+00,3.435256061519872343e-03,8.990158711467368846e+01
8.828598841495150396e+00,3.531709306757530899e-03,8.989882392854589455e+01
9.076446072885357097e+00,3.630871564307400212e-03,8.989598313456892242e+01
9.331251175078250526e+00,3.732818993915055020e-03,8.989306255089532272e+01
9.593209477938241747e+00,3.837629902821762615e-03,8.989005993415366902e+01
9.862521794868785108e+00,3.945384806870154588e-03,8.988697297769785166e+01
1.013939457675291678e+01,4.056166493396235265e-03,8.988379930980498500e+01
1.042404007021556822e+01,4.170060085964127916e-03,8.988053649182076299e+01
1.071667648032863340e+01,4.287153111001881442e-03,8.987718201625001768e+01
1.101752813788387364e+01,4.407535566399071493e-03,8.987373330479131539e+01
1.132682567136153828e+01,4.531299992129072390e-03,8.987018770631341624e+01
1.164480618372686749e+01,4.658541542961545066e-03,8.986654249477179235e+01
1.197171343418966849e+01,4.789358063333000806e-03,8.986279486706331454e+01
1.230779802506664566e+01,4.923850164446343276e-03,8.985894194081706132e+01
1.265331759388942956e+01,5.062121303672849175e-03,8.985498075211916102e+01
1.300853701090570524e+01,5.204277866333253608e-03,8.985090825316935081e+01
1.337372858212496318e+01,5.350429249937835481e-03,8.984672130986710670e+01
1.374917225806419019e+01,5.500687950968530249e-03,8.984241669932478658e+01
1.413515584835395700e+01,5.655169654290023891e-03,8.983799110730566895e+01
1.453197524236895433e+01,5.813993325280162987e-03,8.983344112558366135e+01
1.493993463605257688e+01,5.977281304774416729e-03,8.982876324922266065e+01
1.535934676510897035e+01,6.145159406922939653e-03,8.982395387377223983e+01
1.579053314474175806e+01,6.317757020063734762e-03,8.981900929237673381e+01
1.623382431612278154e+01,6.495207210719719688e-03,8.981392569279501004e+01
1.668956009978024824e+01,6.677646830833023663e-03,8.980869915432732853e+01
1.715808985610004811e+01,6.865216628354789581e-03,8.980332564464573863e+01
1.763977275314045201e+01,7.058061361314954540e-03,8.979780101652504243e+01
1.813497804196495267e+01,7.256329915502080993e-03,8.979212100446990519e+01
1.864408533970487269e+01,7.460175425890370159e-03,8.978628122123471655e+01
1.916748492056814968e+01,7.669755401957356611e-03,8.978027715423164068e+01
1.970557801501800554e+01,7.885231857043786124e-03,8.977410416182294739e+01
2.025877711735017073e+01,8.106771441914475962e-03,8.976775746949262214e+01
2.082750630190514229e+01,8.334545582688047613e-03,8.976123216589272147e+01
2.141220154815729515e+01,8.568730623311881373e-03,8.975452319875934393e+01
2.201331107493030004e+01,8.809507972768722620e-03,8.974762537069283042e+01
2.263129568399529745e+01,9.057064257211710351e-03,8.974053333479642447e+01
2.326662911331457906e+01,9.311591477235356407e-03,8.973324159016779333e+01
2.391979840020239578e+01,9.573287170502530266e-03,8.972574447723648916e+01
2.459130425468043768e+01,9.842354579959673375e-03,8.971803617294138178e+01
2.528166144331500576e+01,1.011900282788676109e-02,8.971011068574036074e+01
2.599139918382932990e+01,1.040344709604283137e-02,8.970196185044513015e+01
2.672106155079435297e+01,1.069590881218426999e-02,8.969358332287305302e+01
2.747120789270811514e+01,1.099661584324957732e-02,8.968496857430764635e+01
2.824241326078435677e+01,1.130580269552339603e-02,8.967611088575853273e+01
2.903526884977813793e+01,1.162371072211168185e-02,8.966700334201159706e+01
2.985038245118732547e+01,1.195058833808207259e-02,8.965763882545896024e+01
3.068837891917642224e+01,1.228669124364569452e-02,8.964801000969787026e+01
3.154990064958088425e+01,1.263228265578244386e-02,8.963810935288721282e+01
3.243560807235811438e+01,1.298763354873771689e-02,8.962792909084910775e+01
3.334618015786362832e+01,1.335302290384846741e-02,8.961746122990247443e+01
3.428231493733970581e+01,1.372873796918705480e-02,8.960669753941446913e+01
3.524473003801583815e+01,1.411507452954581694e-02,8.959562954405480184e+01
3.623416323323149868e+01,1.451233718732190120e-02,8.958424851573677472e+01
3.725137300800209772e+01,1.492083965490124953e-02,8.957254546522777616e+01
3.829713914046281076e+01,1.534090505918444050e-02,8.956051113341082726e+01
3.937226329963479543e+01,1.577286625894279426e-02,8.954813598217717185e+01
4.047756965997321998e+01,1.621706617574480980e-02,8.953541018492879289e+01
4.161390553316707042e+01,1.667385813924671459e-02,8.952232361666769123e+01
4.278214201767617197e+01,1.714360624770173286e-02,8.950886584364785392e+01
4.398317466650223651e+01,1.762668574460612286e-02,8.949502611256261275e+01
4.521792417370701855e+01,1.812348341247151454e-02,8.948079333923978140e+01
4.648733708020256472e+01,1.863439798478835896e-02,8.946615609681320791e+01
4.779238649935599881e+01,1.915984057732952189e-02,8.945110260333797214e+01
4.913407286296362031e+01,1.970023514003240578e-02,8.943562070881336012e+01
5.051342468816766029e+01,2.025601893079747098e-02,8.941969788157507537e+01
5.193149936590211979e+01,2.082764301264727197e-02,8.940332119401514888e+01
5.338938397147355630e+01,2.141557277580816848e-02,8.938647730758444254e+01
5.488819609789671716e+01,2.202028848640301406e-02,8.936915245702883226e+01
5.642908471262536807e+01,2.264228586358358469e-02,8.935133243380667523e+01
5.801323103833378525e+01,2.328207668708233424e-02,8.933300256863019229e+01
5.964184945842459484e+01,2.394018943732916307e-02,8.931414771306903333e+01
6.131618844795774947e+01,2.461716997046093855e-02,8.929475222014869473e+01
6.303753153071274795e+01,2.531358223074821334e-02,8.927479992387098662e+01
6.480719826311971588e+01,2.603000900318234653e-02,8.925427411757749496e+01
6.662654524581149929e+01,2.676705270920213056e-02,8.923315753106972181e+01
6.849696716357446746e+01,2.752533624880072402e-02,8.921143230639283672e+01
7.041989785449288775e+01,2.830550389253770269e-02,8.918907997218074968e+01
7.239681140910876422e+01,2.910822222729557776e-02,8.916608141645185981e+01
7.442922330043758450e+01,2.993418115996232531e-02,8.914241685773478707e+01
7.651869154570825060e+01,3.078409498360086885e-02,8.911806581439225283e+01
7.866681790071581304e+01,3.165870351107980679e-02,8.909300707199915337e+01
8.087524908770457444e+01,3.255877328159872269e-02,8.906721864861829374e+01
8.314567805772064446e+01,3.348509884604258802e-02,8.904067775780187333e+01
8.547984528840413532e+01,3.443850413765642271e-02,8.901336076913118234e+01
8.787954011821319966e+01,3.541984393514117924e-02,8.898524316608937568e+01
9.034660211810533781e+01,3.643000542594946461e-02,8.895629950104216732e+01
9.288292250172499109e+01,3.746990987830403630e-02,8.892650334707995796e+01
9.549044557518077170e+01,3.854051443128979348e-02,8.889582724645116230e+01
9.817117022752194089e+01,3.964281401328249854e-02,8.886424265528937383e+01
1.009271514630571858e+02,4.077784339999141611e-02,8.883171988430828492e+01
1.037605019766911738e+02,4.194667942451772019e-02,8.879822803510536744e+01
1.066733937734857136e+02,4.315044335307779283e-02,8.876373493167878337e+01
1.096680598336867405e+02,4.439030344142935736e-02,8.872820704672255943e+01
1.127467958244947255e+02,4.566747768858402112e-02,8.869160942221904520e+01
1.159119618598885779e+02,4.698323680611032199e-02,8.865390558379864672e+01
1.191659843098558724e+02,4.833890742325580581e-02,8.861505744828049558e+01
1.225113576604117753e+02,4.973587555025969081e-02,8.857502522374520026e+01
1.259506464258358989e+02,5.117559032463250834e-02,8.853376730142136353e+01
1.294864871145904885e+02,5.265956806786761119e-02,8.849124013858892113e+01
1.331215902504307564e+02,5.418939668306918533e-02,8.844739813161471886e+01
1.368587424502517820e+02,5.576674042736862180e-02,8.840219347813696515e+01
1.407008085602686549e+02,5.739334509681890545e-02,8.835557602730385440e+01
1.446507338521647057e+02,5.907104366575108984e-02,8.830749311684675718e+01
1.487115462808953623e+02,6.080176242743057929e-02,8.825788939562667679e+01
1.528863588058729590e+02,6.258752768832891167e-02,8.820670663013251556e+01
1.571783717773161300e+02,6.443047307453793338e-02,8.815388349322893191e+01
1.615908753895919006e+02,6.633284751589281492e-02,8.809935533324541268e+01
1.661272522034292933e+02,6.829702398136808239e-02,8.804305392126440211e+01
1.707909797389426956e+02,7.032550904842185813e-02,8.798490717420035878e+01
1.755856331414466922e+02,7.242095339934294385e-02,8.792483885095668938e+01
1.805148879221110008e+02,7.458616334952854199e-02,8.786276821860109010e+01
1.855825227755518938e+02,7.682411352620324707e-02,8.779860968510018893e+01
1.907924224765264967e+02,7.913796083168624096e-02,8.773227239469810002e+01
1.961485808579429317e+02,8.153105984323187616e-02,8.766365978149612204e+01
2.016551038724748537e+02,8.400697982213137238e-02,8.759266907618498976e+01
2.073162127401231203e+02,8.656952352861521649e-02,8.751919076017766486e+01
2.131362471841437696e+02,8.922274806671737224e-02,8.744310796057938262e+01
2.191196687578147362e+02,9.197098801530437240e-02,8.736429577848551276e+01
2.252710642645982659e+02,9.481888113875834578e-02,8.728262054199886677e+01
2.315951492743154461e+02,9.777139701428043395e-02,8.719793897407298289e+01
2.380967717380358408e+02,1.008338689636318342e-01,8.711009726378514983e+01
2.447809157044440269e+02,1.040120297367442687e-01,8.701893002787610953e+01
2.516527051405388988e+02,1.073120514647492585e-01,8.692425914731659020e+01
2.587174078595924129e+02,1.107405904826558873e-01,8.682589246120367932e+01
2.659804395593758386e+02,1.143048377197165844e-01,8.672362229738317296e+01
2.734473679737579914e+02,1.180125754715913439e-01,8.661722381573659391e+01
2.811239171408461175e+02,1.218722415065839615e-01,8.650645313594939978e+01
2.890159717909511414e+02,1.258930016232847060e-01,8.639104521664454239e+01
2.971295818577333989e+02,1.300848319747810178e-01,8.627071144684060755e+01
3.054709671159968138e+02,1.344586127126074782e-01,8.614513690355308029e+01
3.140465219496749114e+02,1.390262347909848040e-01,8.601397722071473595e+01
3.228628202536733625e+02,1.438007221202945718e-01,8.587685500408966277e+01
3.319266204733189625e+02,1.487963716827687133e-01,8.573335571404084021e+01
3.412448707852889243e+02,1.540289147416862015e-01,8.558302292230654018e+01
3.508247144239788895e+02,1.595157029116601732e-01,8.542535282960146503e+01
3.606734951574031811e+02,1.652759236423544942e-01,8.525978790693453391e+01
3.707987629168172248e+02,1.713308506403769527e-01,8.508570949378426462e+01
3.812082795843887766e+02,1.777041359650761987e-01,8.490242914908675687e+01
3.919100249433402041e+02,1.844221520498045552e-01,8.470917850425156814e+01
4.029122027951352152e+02,1.915143938079710284e-01,8.450509730833366007e+01
4.142232472483897823e+02,1.990139533977051400e-01,8.428921928034321809e+01
4.258518291843414545e+02,2.069580832928499259e-01,8.406045528748893503e+01
4.378068629038166364e+02,2.153888672453629360e-01,8.381757324421502631e+01
